,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
2915,Cre10.g428250,0.0,1.0,['1416'],[],[],P2kCre59,15.0,G2,0.0,1.0,,,
2916,Cre10.g441400,0.0,1.0,['1524'],['2245'],['1524'],P2kCre59,57.0,A8,1.0,,,,
2917,Cre10.g464400,0.0,1.0,['1527'],['3001'],[],P2kCre59,61.0,E8,1.0,,,,
2918,Cre10.g446400,0.0,1.0,['1737'],['4461'],"['2046', '1737']",P2kCre61,40.0,H5,0.0,1.0,,,
2919,Cre10.g429601,0.0,1.0,['2469'],['4893'],[],P2kCre55,65.0,A9,1.0,,,,
2920,Cre10.g428664,0.0,1.0,['2184'],['5486'],"['2376', '2376']",P2kCre63,43.0,C6,1.0,,,,
2921,Cre10.g460600,0.0,1.0,['1983'],['9215'],['1968'],P2kCre61,95.0,G12,1.0,,,,
2922,Cre10.g433250,1.0,1.0,['1923'],['3056'],[],P2kCre53,45.0,E6,0.0,1.0,,,
2923,Cre10.g431350,0.0,1.0,['1008'],['1870'],['1008'],P2kCre55,78.0,F10,1.0,,,,
2924,Cre10.g425200,0.0,1.0,['1887'],['4673'],[],P2kCre53,28.0,D4,0.0,1.0,,,
2925,Cre10.g428550,0.0,1.0,['1956'],['3941'],[],P2kCre61,87.0,G11,1.0,,,,
2926,Cre10.g433200,1.0,1.0,['1923'],['3052'],[],P2kCre53,44.0,D6,0.0,1.0,,,
2927,Cre10.g428433,0.0,1.0,['1584'],['4566'],[],P2kCre59,86.0,F11,0.0,,,1.0,
2928,Cre10.g465500,0.0,1.0,['1290'],['2676'],[],P2kCre57,82.0,B11,1.0,,,,
2929,Cre04.g232602,0.0,1.0,['1164'],['4462'],"['732', '1164']",P2kCre57,38.0,F5,1.0,,,,
2930,Cre04.g217951,0.0,1.0,['1623'],['2069'],['1623'],P2kCre61,3.0,C1,0.0,,,1.0,1.0
2931,Cre04.g213800,0.0,1.0,['2085'],['4057'],[],P2kCre53,89.0,A12,0.0,1.0,,,
2932,Cre04.g220850,0.0,1.0,['2031'],['6952'],[],P2kCre53,73.0,A10,1.0,,,1.0,
2933,Cre04.g215150,0.0,1.0,['1797'],['7618'],[],P2kCre61,52.0,D7,1.0,,,,
2934,Cre04.g226850,0.0,1.0,['1734'],['5371'],"['1734', '1734']",P2kCre61,39.0,G5,0.0,1.0,,,
2935,Cre04.g229300,0.0,1.0,['1224'],[],"['1224', '1224', '1224']",P2kCre57,58.0,B8,1.0,,,,
2936,Cre04.g226050,0.0,1.0,['2202'],['5498'],"['2202', '2202']",P2kCre63,46.0,F6,1.0,,,,
2937,Cre04.g211750,0.0,1.0,['1191'],['3465'],['1191'],P2kCre57,45.0,E6,1.0,,,,
2938,Cre12.g544327,0.0,1.0,['1590'],['1872'],['1590'],P2kCre59,88.0,H11,1.0,,,,
2939,Cre12.g510100,0.0,1.0,['1920'],['3128'],"['1914', '2125']",P2kCre53,42.0,B6,1.0,,,,
2940,Cre12.g544450,0.0,1.0,['2352'],['4142'],[],P2kCre55,44.0,D6,1.0,,,1.0,1.0
2941,Cre12.g507950,0.0,1.0,['1473'],['2958'],['1473'],P2kCre59,32.0,H4,1.0,,,1.0,
2942,Cre12.g522550,0.0,1.0,['2175'],['4046'],[],P2kCre55,11.0,C2,0.0,,1.0,,
2943,Cre12.g553250,0.0,1.0,['1536'],['5431'],['1536'],P2kCre59,67.0,C9,0.0,1.0,,,
2944,Cre12.g531900,0.0,1.0,['2166'],['5786'],['2166'],P2kCre63,39.0,G5,1.0,,,,
2945,Cre12.g485800,0.0,1.0,['2181'],['3473'],['2181'],P2kCre63,42.0,B6,1.0,,,,
2946,Cre12.g488450,0.0,1.0,['1422'],['1883'],[],P2kCre59,19.0,C3,1.0,,,,
2947,Cre12.g534650,0.0,1.0,['2259'],['3530'],[],P2kCre55,28.0,D4,0.0,,,1.0,
2948,Cre12.g500950,0.0,1.0,['1035'],['3863'],['1035'],P2kCre55,85.0,E11,1.0,,,,
2949,Cre12.g502450,0.0,1.0,['1938'],['3848'],['1938'],P2kCre61,85.0,E11,0.0,1.0,,,
2950,Cre12.g498100,0.0,1.0,['1284'],['1443'],"['1284', '1284']",P2kCre57,79.0,G10,1.0,,,,
2951,Cre12.g558400,0.0,1.0,['1353'],['4646'],['1353'],P2kCre57,96.0,H12,1.0,,,,
2952,Cre12.g560900,0.0,1.0,['1401'],['3112'],"['1401', '1401', '1401']",P2kCre59,12.0,D2,1.0,,,,
2953,Cre12.g510650,0.0,1.0,['1245'],['2653'],[],P2kCre57,64.0,H8,1.0,,,,
2954,Cre12.g499500,0.0,1.0,['1071'],['4583'],"['1581', '1065']",P2kCre57,1.0,A1,1.0,,,,
2955,Cre12.g531500,0.0,1.0,['1572'],['3489'],['1572'],P2kCre59,81.0,A11,1.0,,,,
2956,Cre12.g488400,0.0,1.0,['1986'],['3266'],[],P2kCre53,64.0,H8,0.0,1.0,,,
2957,Cre12.g542300,0.0,1.0,['1287'],['2345'],['1287'],P2kCre57,81.0,A11,1.0,,,,
2958,Cre12.g543900,0.0,1.0,['1128'],['2338'],['1137'],P2kCre57,23.0,G3,1.0,,,,
2959,Cre12.g526800,0.0,1.0,['1698'],['3508'],['1698'],P2kCre61,26.0,B4,0.0,1.0,,,
2960,Cre12.g537581,0.0,1.0,['1569'],['6730'],['1818'],P2kCre59,79.0,G10,1.0,,,,
2961,Cre12.g535600,0.0,1.0,['1524'],['2661'],"['1524', '1461']",P2kCre59,58.0,B8,0.0,1.0,,,
2962,Cre12.g538500,0.0,1.0,['2172'],['4486'],['2172'],P2kCre55,9.0,A2,1.0,,,,
2963,Cre12.g502000,0.0,1.0,['2046'],['3262'],"['2046', '2046']",P2kCre53,78.0,F10,1.0,,,1.0,
2964,Cre12.g507750,0.0,1.0,['1698'],['5329'],[],P2kCre61,25.0,A4,1.0,,,,
2965,Cre12.g510200,0.0,1.0,['1059'],['1476'],[],P2kCre55,94.0,F12,1.0,,,,
2966,Cre12.g496150,0.0,1.0,['1530'],['3761'],['1530'],P2kCre59,62.0,F8,1.0,,,1.0,
2967,Cre12.g528450,0.0,1.0,['2007'],['2565'],['2007'],P2kCre63,9.0,A2,1.0,,,,
2968,Cre12.g498050,0.0,1.0,['2187'],['5609'],['2187'],P2kCre63,45.0,E6,1.0,,,,
2969,Cre12.g489850,0.0,1.0,['1989'],['2598'],[],P2kCre53,65.0,A9,1.0,,,,
2970,Cre12.g509350,0.0,1.0,['1098'],['1871'],"['1098', '1098', '1098']",P2kCre57,8.0,H1,1.0,,,,
2971,Cre12.g483550,0.0,1.0,['2142'],['3872'],['2142'],P2kCre63,31.0,G4,1.0,,,,
2972,Cre12.g503400,0.0,1.0,['1401'],['2679'],['1401'],P2kCre59,11.0,C2,1.0,,,,
2973,Cre12.g507650,0.0,1.0,['1254'],['3724'],['1254'],P2kCre57,72.0,H9,1.0,,,,
2974,Cre12.g532500,0.0,1.0,['1299'],['3496'],['1299'],P2kCre57,86.0,F11,1.0,,,,
2975,Cre12.g548650,0.0,1.0,['1221'],['4393'],"['1221', '1221']",P2kCre57,56.0,H7,0.0,1.0,,,
2976,Cre12.g546850,0.0,1.0,['1926'],['2696'],[],P2kCre53,46.0,F6,0.0,,,1.0,1.0
2977,Cre12.g561000,0.0,1.0,['1011'],['2218'],['1011'],P2kCre55,80.0,H10,1.0,,,,
2978,Cre12.g509550,0.0,1.0,['1965'],['4469'],['1965'],P2kCre53,60.0,D8,1.0,,,,
2979,Cre12.g518100,0.0,1.0,['2259'],['2465'],"['2259', '2465', '2259', '2259']",P2kCre55,27.0,C4,1.0,,,,
2980,Cre12.g499100,0.0,1.0,['2409'],['4545'],[],P2kCre55,55.0,G7,1.0,,,,
2981,Cre12.g512350,0.0,1.0,['2217'],['2889'],[],P2kCre55,18.0,B3,0.0,1.0,,,
2982,Cre12.g513450,0.0,1.0,['1581'],['2886'],['1581'],P2kCre59,85.0,E11,0.0,1.0,,,
2983,Cre12.g511950,0.0,1.0,['1974'],['5418'],[],P2kCre61,92.0,D12,1.0,,,,1.0
2984,Cre12.g484900,0.0,1.0,['1641'],['2363'],['1641'],P2kCre61,8.0,H1,1.0,,,,
2985,Cre12.g552400,0.0,1.0,['1449'],['2966'],['1452'],P2kCre59,24.0,H3,1.0,,,1.0,
2986,Cre12.g552001,0.0,1.0,['1974'],['6018'],[],P2kCre61,93.0,E12,1.0,,,,
2987,Cre12.g549000,0.0,1.0,['1479'],['1910'],[],P2kCre59,37.0,E5,1.0,,,1.0,
2988,Cre12.g549750,0.0,1.0,['999'],[],['999'],P2kCre55,73.0,A10,1.0,,,,
2989,Cre12.g548152,0.0,1.0,['1296'],['1957'],"['1300', '1519', '1300']",P2kCre57,84.0,D11,1.0,,,,
2990,Cre12.g504350,0.0,1.0,['1002'],['4154'],['1002'],P2kCre55,74.0,B10,1.0,,,,
2991,Cre12.g526850,0.0,1.0,['2139'],['4229'],['2139'],P2kCre63,30.0,F4,1.0,,1.0,1.0,1.0
2992,Cre12.g507500,0.0,1.0,['2013'],['2618'],[],P2kCre53,66.0,B9,0.0,,,1.0,1.0
2993,Cre12.g549550,1.0,1.0,['1329'],['1873'],"['1329', '1329', '1329']",P2kCre57,93.0,E12,1.0,,,,
2994,Cre12.g514000,0.0,1.0,['1143'],['1777'],[],P2kCre57,25.0,A4,1.0,,,,1.0
2995,Cre12.g488250,0.0,1.0,['1674'],['2944'],['1674'],P2kCre61,16.0,H2,1.0,,,,
2996,Cre12.g510150,0.0,1.0,['1473'],['3508'],['1473'],P2kCre59,33.0,A5,1.0,,,1.0,
2997,Cre12.g510000,0.0,1.0,['1398'],['3945'],['1398'],P2kCre59,10.0,B2,1.0,,,,
2998,Cre12.g555700,0.0,1.0,['1542'],['2653'],[],P2kCre59,69.0,E9,0.0,1.0,,,
2999,Cre12.g528000,0.0,1.0,['1227'],['3045'],['1227'],P2kCre57,59.0,C8,1.0,,,,
3000,Cre12.g502800,0.0,1.0,['1629'],['3258'],['1629'],P2kCre61,5.0,E1,0.0,1.0,,,
3001,Cre12.g546770,0.0,1.0,['1848'],['2673'],['1845'],P2kCre61,65.0,A9,1.0,,,1.0,
3002,Cre12.g529350,0.0,1.0,['1569'],['3250'],[],P2kCre59,78.0,F10,0.0,1.0,,,
3003,Cre12.g507400,0.0,1.0,['2100'],['7504'],['2100'],P2kCre53,95.0,G12,1.0,,,,
3004,Cre12.g521950,0.0,1.0,['1365'],[],[],P2kCre59,2.0,B1,0.0,1.0,,,
3005,Cre08.g375200,0.0,1.0,['2484'],['8398'],[],P2kCre65,8.0,H1,1.0,,,,
3006,Cre08.g377150,0.0,1.0,['1371'],['6718'],['1371'],P2kCre71,53.0,E7,1.0,,,,
3007,Cre08.g378200,0.0,1.0,['1521'],['5782'],[],P2kCre67,49.0,A7,1.0,,,1.0,
3008,Cre08.g358529,0.0,1.0,['2310'],['4697'],[],P2kCre73,45.0,E6,0.0,,,1.0,
3009,Cre08.g367200,0.0,1.0,['2421'],['8737'],[],P2kCre63,90.0,B12,1.0,,,,1.0
3010,Cre08.g384600,0.0,1.0,['1041'],['2718'],[],P2kCre71,2.0,B1,0.0,1.0,,,
3011,Cre08.g376950,0.0,1.0,['2496'],['3643'],[],P2kCre69,90.0,B12,1.0,,,,
3012,Cre08.g358800,0.0,1.0,['1866'],['5044'],[],P2kCre69,24.0,H3,0.0,,,1.0,1.0
3013,Cre08.g375600,0.0,1.0,['1503'],['2479'],"['1589', '1589']",P2kCre67,44.0,D6,0.0,1.0,,,
3014,Cre07.g325050,0.0,1.0,['2304'],['6895'],[],P2kCre63,70.0,F9,1.0,,,,
3015,Cre07.g321951,0.0,1.0,['1488'],['6768'],[],P2kCre67,38.0,F5,1.0,,,1.0,
3016,Cre07.g335950,0.0,1.0,['1059'],['1607'],"['1059', '1349', '1059']",P2kCre71,5.0,E1,1.0,,,,
3017,Cre07.g319600,0.0,1.0,['2379'],['5401'],[],P2kCre73,49.0,A7,1.0,,,1.0,
3018,Cre07.g328600,0.0,1.0,['2094'],[],[],P2kCre73,29.0,E4,0.0,1.0,,,
3019,Cre07.g342200,0.0,1.0,['1941'],['5179'],['1941'],P2kCre69,32.0,H4,1.0,,,,
3020,Cre07.g326600,0.0,1.0,['2301'],['10045'],['2301'],P2kCre63,69.0,E9,1.0,,,,
3021,Cre07.g338900,0.0,1.0,['1995'],['7619'],['1995'],P2kCre69,37.0,E5,1.0,,,,
3022,Cre07.g345700,0.0,1.0,['1167'],['2483'],[],P2kCre65,61.0,E8,1.0,,,,
3023,Cre07.g320900,0.0,1.0,['1425'],['2256'],"['1425', '1276', '1401']",P2kCre71,63.0,G8,1.0,,,,
3024,Cre07.g337700,0.0,1.0,['2418'],['2941'],[],P2kCre63,89.0,A12,0.0,1.0,,,
3025,Cre07.g348600,0.0,1.0,['1233'],['3122'],['1233'],P2kCre65,82.0,B11,1.0,,,,
3026,Cre07.g354200,0.0,1.0,['1041'],['3650'],['1041'],P2kCre65,27.0,C4,1.0,,,,
3027,Cre07.g337450,0.0,1.0,['2250'],['5061'],[],P2kCre63,57.0,A8,0.0,1.0,,,
3028,Cre07.g328150,0.0,1.0,['1359'],['5798'],['1359'],P2kCre67,9.0,A2,1.0,,,,
3029,Cre07.g312250,0.0,1.0,['1053'],['1457'],[],P2kCre71,4.0,D1,1.0,,,1.0,1.0
3030,Cre07.g336350,0.0,1.0,['2481'],['3253'],[],P2kCre65,7.0,G1,0.0,1.0,,,
3031,Cre07.g337850,0.0,1.0,['1761'],['5151'],[],P2kCre69,2.0,B1,1.0,,,,
3032,Cre07.g321600,0.0,1.0,['1062'],['1384'],[],P2kCre65,31.0,G4,1.0,,1.0,,
3033,Cre07.g342750,0.0,1.0,['1413'],['3862'],[],P2kCre71,58.0,B8,0.0,1.0,,,
3034,Cre07.g356150,0.0,1.0,['1386'],['4662'],['1386'],P2kCre67,15.0,G2,1.0,,,,
3035,Cre07.g355250,0.0,1.0,['1569'],['2639'],['1569'],P2kCre67,62.0,F8,0.0,1.0,,,
3036,Cre07.g356350,0.0,1.0,['2205'],['4547'],"['2205', '2205']",P2kCre63,48.0,H6,1.0,,,,
3037,Cre07.g326350,0.0,1.0,['1266'],['2981'],[],P2kCre65,92.0,D12,0.0,1.0,,,
3038,Cre07.g332500,0.0,1.0,['2205'],['5891'],['2205'],P2kCre73,37.0,E5,0.0,1.0,,,
3039,Cre07.g331800,0.0,1.0,['1269'],['2270'],[],P2kCre65,93.0,E12,1.0,,,,
3040,Cre07.g340150,0.0,1.0,['1035'],['2464'],['1035'],P2kCre65,21.0,E3,1.0,,,,
3041,Cre07.g346100,0.0,1.0,['1407'],['3013'],[],P2kCre67,23.0,G3,1.0,,,,1.0
3042,Cre07.g348250,0.0,1.0,['1725'],['4578'],[],P2kCre71,95.0,G12,0.0,,1.0,,
3043,Cre07.g321200,0.0,1.0,['2313'],['4619'],[],P2kCre63,73.0,A10,1.0,,,1.0,
3044,Cre07.g315450,0.0,1.0,['1095'],['1282'],"['1116', '1110', '1095']",P2kCre71,9.0,A2,1.0,,,,
3045,Cre07.g350750,0.0,1.0,['1182'],[],"['1182', '1182']",P2kCre71,25.0,A4,1.0,,,,
3046,Cre11.g467677,0.0,1.0,['1221'],['3579'],[],P2kCre65,79.0,G10,0.0,1.0,,,
3047,Cre11.g479600,0.0,1.0,['2388'],['8176'],"['2690', '2367', '2388']",P2kCre63,81.0,A11,1.0,,,,
3048,Cre11.g467768,0.0,1.0,['2379'],['4436'],[],P2kCre63,80.0,H10,0.0,1.0,,,
3049,Cre11.g467781,0.0,1.0,['1815'],['8113'],[],P2kCre73,7.0,G1,0.0,,,1.0,
3050,Cre11.g467638,0.0,1.0,['1041'],['2669'],[],P2kCre65,28.0,D4,0.0,1.0,,,
3051,Cre11.g477350,0.0,1.0,['2226'],['3056'],[],P2kCre63,55.0,G7,1.0,,1.0,,
3052,Cre11.g467700,0.0,1.0,['1170'],['4635'],['1170'],P2kCre71,23.0,G3,0.0,1.0,,,
3053,Cre11.g467740,0.0,1.0,['1056'],['1313'],['1056'],P2kCre73,57.0,A8,1.0,,,,
3054,Cre14.g616100,0.0,1.0,['1260'],['5155'],['1248'],P2kCre71,39.0,G5,1.0,,,,
3055,Cre14.g631550,0.0,1.0,['1473'],[],['1473'],P2kCre71,73.0,A10,0.0,1.0,,,
3056,Cre14.g630847,0.0,1.0,['1197'],['4972'],"['1197', '1197']",P2kCre65,69.0,E9,1.0,,,,
3057,Cre14.g630400,0.0,1.0,['1059'],['3886'],[],P2kCre73,58.0,B8,1.0,,1.0,,1.0
3058,Cre14.g625150,0.0,1.0,['2436'],['5976'],[],P2kCre69,81.0,A11,1.0,,,,
3059,Cre14.g617500,0.0,1.0,['1161'],['2876'],"['1161', '1161']",P2kCre65,59.0,C8,0.0,1.0,,,
3060,Cre14.g625100,0.0,1.0,['2109'],['2109'],[],P2kCre73,30.0,F4,0.0,1.0,,,
3061,Cre14.g611350,0.0,1.0,['1233'],['1983'],[],P2kCre65,84.0,D11,1.0,,,,
3062,Cre14.g630907,0.0,1.0,['2022'],['6900'],[],P2kCre73,23.0,G3,1.0,,,,
3063,Cre14.g625500,0.0,1.0,['1434'],['2412'],['1439'],P2kCre71,68.0,D9,1.0,,,,
3064,Cre14.g616200,0.0,1.0,['1707'],['2745'],[],P2kCre67,92.0,D12,0.0,,1.0,,
3065,Cre14.g614500,0.0,1.0,['2058'],['2216'],[],P2kCre73,25.0,A4,1.0,,,,1.0
3066,Cre14.g612500,0.0,1.0,['1701'],['4203'],['1701'],P2kCre67,91.0,C12,1.0,,,1.0,
3067,Cre14.g613501,0.0,1.0,['2028'],['3630'],[],P2kCre69,42.0,B6,0.0,1.0,,,
3068,Cre16.g662450,0.0,1.0,['2409'],['3802'],[],P2kCre63,87.0,G11,1.0,,,,
3069,Cre16.g676850,0.0,1.0,['2355'],['6737'],['2355'],P2kCre63,77.0,E10,0.0,1.0,,,
3070,Cre16.g648300,0.0,1.0,['1923'],['4913'],[],P2kCre73,14.0,F2,0.0,1.0,,,
3071,Cre16.g670261,0.0,1.0,['2481'],['7008'],"['2481', '2481']",P2kCre69,88.0,H11,1.0,,,,
3072,Cre16.g689759,0.0,1.0,['1632'],['4087'],[],P2kCre67,75.0,C10,1.0,,,1.0,
3073,Cre16.g678200,0.0,1.0,['1725'],['2699'],"['1611', '1611']",P2kCre73,1.0,A1,1.0,,,,
3074,Cre16.g671400,1.0,1.0,['1947'],['4744'],[],P2kCre69,34.0,B5,1.0,,,1.0,
3075,Cre16.g680902,0.0,1.0,['2253'],['6206'],['2253'],P2kCre63,59.0,C8,1.0,,,1.0,1.0
3076,Cre16.g672273,0.0,1.0,['1425'],['2361'],[],P2kCre71,64.0,H8,0.0,1.0,,,
3077,Cre16.g679893,0.0,1.0,['2007'],['3688'],"['2007', '2132', '2423']",P2kCre69,40.0,H5,1.0,,,,
3078,Cre16.g666200,0.0,1.0,['1809'],['3371'],[],P2kCre69,14.0,F2,0.0,1.0,,,
3079,Cre16.g672250,0.0,1.0,['1671'],['5331'],[],P2kCre67,85.0,E11,0.0,1.0,,,
3080,Cre16.g686400,0.0,1.0,['1521'],['5285'],[],P2kCre67,50.0,B7,0.0,1.0,,,
3081,Cre16.g695851,0.0,1.0,['1365'],['1862'],['1365'],P2kCre67,12.0,D2,1.0,,,,
3082,Cre16.g686850,0.0,1.0,['1668'],['3585'],[],P2kCre67,83.0,C11,0.0,,,1.0,
3083,Cre16.g678400,0.0,1.0,['1569'],['2220'],[],P2kCre67,64.0,H8,0.0,1.0,,,
3084,Cre16.g673553,0.0,1.0,['1119'],['2438'],[],P2kCre73,61.0,E8,1.0,,,,
3085,Cre16.g674890,0.0,1.0,['1965'],['2469'],"['1965', '1965', '1923']",P2kCre73,18.0,B3,1.0,,,,
3086,Cre16.g664700,0.0,1.0,['1164'],['2157'],['1164'],P2kCre71,22.0,F3,1.0,,,,
3087,Cre16.g654900,0.0,1.0,['2493'],['6785'],['2508'],P2kCre65,9.0,A2,1.0,,,,
3088,Cre16.g650350,0.0,1.0,['1380'],['3936'],['1380'],P2kCre67,14.0,F2,1.0,,,,
3089,Cre16.g677750,0.0,1.0,['1236'],['1442'],['1236'],P2kCre71,36.0,D5,1.0,,,,
3090,Cre16.g676309,0.0,1.0,['2229'],['4036'],[],P2kCre73,38.0,F5,1.0,,,1.0,
3091,Cre16.g675650,0.0,1.0,['1659'],['4563'],"['1659', '1659']",P2kCre71,88.0,H11,1.0,,,,
3092,Cre16.g687850,0.0,1.0,['2451'],['3555'],[],P2kCre65,1.0,A1,1.0,,,,
3093,Cre16.g669550,0.0,1.0,['2163'],['6447'],"['2133', '2163']",P2kCre69,54.0,F7,0.0,,,1.0,
3094,Cre16.g675900,0.0,1.0,['1932'],['3018'],[],P2kCre69,30.0,F4,1.0,,,,
3095,Cre16.g657800,0.0,1.0,['1566'],['4966'],[],P2kCre67,59.0,C8,0.0,,,1.0,
3096,Cre16.g679950,0.0,1.0,['1068'],['4259'],['1068'],P2kCre65,34.0,B5,1.0,,,,
3097,Cre16.g688350,0.0,1.0,['1773'],['5619'],[],P2kCre73,2.0,B1,1.0,,,,1.0
3098,Cre16.g663100,0.0,1.0,['1245'],['1491'],['1245'],P2kCre65,87.0,G11,0.0,1.0,,,
3099,Cre16.g659400,0.0,1.0,['1674'],['3589'],['1674'],P2kCre67,86.0,F11,1.0,,,,
3100,Cre16.g688850,0.0,1.0,['1824'],[],[],P2kCre69,18.0,B3,1.0,,,,
3101,Cre16.g663800,0.0,1.0,['1191'],['3463'],['1191'],P2kCre71,27.0,C4,1.0,,,,
3102,Cre16.g663950,0.0,1.0,['1035'],['1947'],['1035'],P2kCre65,22.0,F3,1.0,,,,
3103,Cre16.g688050,0.0,1.0,['1509'],['2814'],[],P2kCre67,45.0,E6,1.0,,,,
3104,Cre16.g670050,0.0,1.0,['1779'],['4207'],[],P2kCre69,4.0,D1,1.0,,,,
3105,Cre16.g671250,0.0,1.0,['2262'],['8622'],[],P2kCre63,62.0,F8,1.0,,,,
3106,Cre16.g666550,0.0,1.0,['1263'],['3950'],"['1263', '1496', '1588']",P2kCre65,91.0,C12,1.0,,,,
3107,Cre16.g675958,0.0,1.0,['1662'],['2993'],"['1662', '1662', '1659']",P2kCre67,79.0,G10,1.0,,,,
3108,Cre16.g687700,0.0,1.0,['2430'],['2998'],['2430'],P2kCre69,80.0,H10,1.0,,,,
3109,Cre16.g659200,0.0,1.0,['1986'],['5581'],[],P2kCre73,20.0,D3,0.0,,,1.0,1.0
3110,Cre16.g648850,0.0,1.0,['1230'],['2924'],[],P2kCre71,35.0,C5,1.0,,,,
3111,Cre16.g687500,0.0,1.0,['1182'],['5035'],"['1096', '1182']",P2kCre65,66.0,B9,1.0,,,,
3112,Cre16.g656250,0.0,1.0,['1182'],['2155'],['1182'],P2kCre65,65.0,A9,1.0,,,,
3113,Cre16.g675250,0.0,1.0,['1554'],['2881'],['1554'],P2kCre71,80.0,H10,1.0,,,,
3114,Cre16.g678650,0.0,1.0,['1107'],['2378'],"['1107', '1107']",P2kCre65,44.0,D6,1.0,,,,
3115,Cre16.g683650,0.0,1.0,['1794'],['4291'],['1794'],P2kCre69,7.0,G1,1.0,,,,
3116,Cre16.g659750,0.0,1.0,['1152'],['3283'],[],P2kCre71,19.0,C3,1.0,,,,
3117,Cre16.g669450,0.0,1.0,['1140'],['2485'],[],P2kCre73,65.0,A9,1.0,,1.0,,
3118,Cre16.g670900,0.0,1.0,['1212'],['1672'],[],P2kCre65,76.0,D10,0.0,1.0,,,
3119,Cre16.g673200,0.0,1.0,['1563'],['5566'],[],P2kCre67,57.0,A8,1.0,,,1.0,1.0
3120,Cre16.g681578,0.0,1.0,['2442'],[],[],P2kCre73,55.0,G7,0.0,1.0,,,1.0
3121,Cre19.g750397,0.0,1.0,['1542'],['5869'],[],P2kCre67,53.0,E7,0.0,1.0,,,
3122,Cre06.g282900,0.0,1.0,['1005'],['2982'],['1005'],P2kCre65,12.0,D2,0.0,1.0,,,
3123,Cre06.g273700,0.0,1.0,['1209'],['2833'],['1209'],P2kCre65,74.0,B10,1.0,,,,
3124,Cre06.g298200,0.0,1.0,['1998'],['2227'],['1998'],P2kCre73,21.0,E3,1.0,,,1.0,
3125,Cre06.g303900,0.0,1.0,['1152'],['2235'],"['1086', '1152']",P2kCre71,18.0,B3,1.0,,,,
3126,Cre06.g294650,0.0,1.0,['1266'],['4362'],['1266'],P2kCre71,41.0,A6,1.0,,,,
3127,Cre06.g278550,0.0,1.0,['2349'],['3402'],[],P2kCre73,48.0,H6,0.0,1.0,,,
3128,Cre06.g260700,0.0,1.0,['2004'],['6171'],[],P2kCre73,22.0,F3,1.0,,,1.0,
3129,Cre06.g304913,0.0,1.0,['2418'],['4530'],[],P2kCre69,79.0,G10,1.0,,1.0,,
3130,Cre06.g282700,0.0,1.0,['2496'],['2652'],[],P2kCre65,10.0,B2,0.0,1.0,,,
3131,Cre06.g255050,0.0,1.0,['2424'],['3853'],[],P2kCre63,91.0,C12,1.0,,,1.0,1.0
3132,Cre06.g288150,0.0,1.0,['1569'],['2717'],[],P2kCre71,81.0,A11,0.0,,,1.0,
3133,Cre06.g266000,1.0,1.0,['1113'],['1640'],[],P2kCre65,47.0,G6,1.0,,,,
3134,Cre06.g249555,0.0,1.0,['1083'],['1083'],[],P2kCre65,38.0,F5,0.0,1.0,,,
3135,Cre06.g263850,0.0,1.0,['1203'],['3617'],"['1203', '1203']",P2kCre71,32.0,H4,1.0,,,1.0,
3136,Cre06.g265550,0.0,1.0,['1905'],['5454'],['1905'],P2kCre69,26.0,B4,0.0,1.0,,,
3137,Cre06.g268750,0.0,1.0,['1911'],['6595'],"['1911', '1911', '1889', '1847']",P2kCre73,12.0,D2,0.0,1.0,,,
3138,Cre06.g305650,0.0,1.0,['2298'],['5696'],[],P2kCre63,67.0,C9,0.0,1.0,,,
3139,Cre06.g302100,0.0,1.0,['1353'],['3365'],[],P2kCre67,8.0,H1,0.0,,1.0,,
3140,Cre06.g292350,0.0,1.0,['1521'],['6194'],['1521'],P2kCre67,48.0,H6,0.0,1.0,,,
3141,Cre06.g272000,0.0,1.0,['1341'],['3923'],['1341'],P2kCre67,6.0,F1,1.0,,,,1.0
3142,Cre06.g305400,0.0,1.0,['2190'],['2507'],[],P2kCre73,34.0,B5,1.0,,,,
3143,Cre06.g254650,0.0,1.0,['1020'],['1766'],[],P2kCre69,95.0,G12,1.0,,,,1.0
3144,Cre06.g256050,0.0,1.0,['1296'],['2742'],"['1296', '1366', '1366', '1296', '1296', '1296', '1366', '1366']",P2kCre71,47.0,G6,1.0,,,1.0,
3145,Cre06.g306650,0.0,1.0,['1578'],['3994'],[],P2kCre67,66.0,B9,1.0,,,1.0,
3146,Cre06.g278165,0.0,1.0,['2205'],['5586'],['2205'],P2kCre73,36.0,D5,1.0,,,,
3147,Cre06.g278261,0.0,1.0,['1098'],['2845'],[],P2kCre71,10.0,B2,1.0,,,,
3148,Cre06.g301050,0.0,1.0,['1668'],['1913'],[],P2kCre67,82.0,B11,1.0,,,,
3149,Cre06.g267600,0.0,1.0,['1749'],['4593'],['1749'],P2kCre69,1.0,A1,1.0,,,,
3150,Cre06.g307150,0.0,1.0,['1782'],['2565'],['1782'],P2kCre73,3.0,C1,1.0,,,1.0,
3151,Cre06.g267800,0.0,1.0,['1317'],['1948'],[],P2kCre67,3.0,C1,1.0,,,,
3152,Cre06.g291150,0.0,1.0,['2454'],['4696'],['2454'],P2kCre73,56.0,H7,0.0,1.0,,,1.0
3153,Cre06.g288100,0.0,1.0,['1803'],['2827'],[],P2kCre69,11.0,C2,1.0,,,1.0,1.0
