	Genename	ALY	ESA	AHA	AHA1
17049	AT4G02710.1	490287	Thhalv10028372m	Araha.5952s0002.1.p	NaN
17054	AT3G10985.1	928811	Thhalv10022397m	Araha.24867s0005.1.p	NaN
17061	AT2G36680.1	901520	Thhalv10017224m	Araha.5004s0016.1.p	NaN
17069	AT1G27080.1	912316	Thhalv10007235m	Araha.8926s0004.1.p	NaN
17071	AT5G56810.1	495770	Thhalv10015738m	Araha.0863s0011.1.p	NaN
17076	AT3G15280.1	478960	Thhalv10022204m	Araha.0665s0003.1.p	NaN
17080	AT5G03570.1	487136	Thhalv10013299m	Araha.14813s0007.1.p	NaN
17087	AT1G53090.1	914489	Thhalv10011249m	Araha.14034s0009.1.p	NaN
17092	AT2G18730.1	480776	Thhalv10022666m	Araha.9097s0001.1.p	NaN
17109	AT2G48150.1	484007	Thhalv10001660m	Araha.0382s0002.1.p	NaN
17119	AT4G34570.1	888609	Thhalv10024973m	Araha.10294s0021.1.p	NaN
17124	AT5G35380.1	330184	Thhalv10003492m	Araha.8457s0001.1.p	NaN
17134	AT1G64870.1	925324	Thhalv10015649m	Araha.7799s0002.1.p	NaN
17144	AT5G17200.1	326150	Thhalv10013641m	Araha.10007s0009.1.p	NaN
17153	AT5G13280.1	940794	Thhalv10013112m	Araha.1298s0007.1.p	NaN
17156	AT3G44300.1	323132	Thhalv10010499m	Araha.35708s0001.1.p	NaN
17159	AT5G11940.1	350386	Thhalv10012766m	Araha.46199s0001.1.p	NaN
17160	AT3G47150.1	323341	Thhalv10011084m	Araha.13104s0002.1.p	NaN
17167	AT5G67010.1	332869	Thhalv10005619m	Araha.5826s0008.1.p	NaN
17175	AT2G31140.1	482042	Thhalv10017243m	Araha.15023s0001.1.p	NaN
17178	AT1G76790.1	476838	Thhalv10018739m	Araha.18444s0002.1.p	NaN
17184	AT2G01150.1	484022	Thhalv10001158m	Araha.5102s0014.1.p	NaN
17186	AT1G09245.1	919679	Thhalv10015293m	Araha.1407s0019.1.p	NaN
17194	AT2G30290.2	481940	Thhalv10015537m	Araha.16035s0005.1.p	NaN
17198	AT1G10110.1	312054	Thhalv10015724m	Araha.13184s0010.1.p	NaN
17200	AT2G41920.1	481540	Thhalv10017877m	Araha.7438s0002.1.p	NaN
17205	AT5G27630.1	489567	Thhalv10003780m	Araha.15345s0008.1.p	NaN
17221	AT3G25610.1	322706	Thhalv10003538m	Araha.40396s0003.1.p	NaN
17222	AT4G38190.1	490578	Thhalv10024267m	Araha.30893s0008.1.p	NaN
17248	AT3G08510.1	903709	Thhalv10020359m	Araha.8409s0010.1.p	NaN
17260	AT2G17130.1	480594	Thhalv10022743m	Araha.7578s0003.1.p	NaN
17267	AT4G22810.1	492588	Thhalv10025672m	Araha.21679s0006.1.p	NaN
17273	AT3G01650.1	927592	Thhalv10020651m	Araha.35673s0006.1.p	NaN
17277	AT5G19310.1	488814	Thhalv10015665m	Araha.13116s0002.1.p	NaN
17278	AT1G14860.1	471677	Thhalv10008895m	Araha.9006s0003.1.p	NaN
17283	AT1G71770.1	339396	Thhalv10018219m	Araha.12666s0013.1.p	NaN
17289	AT3G01240.1	477404	Thhalv10021764m	Araha.20653s0003.1.p	NaN
17293	AT5G16140.1	488464	Thhalv10014539m	Araha.8674s0008.1.p	NaN
17299	AT2G27080.1	481588	Thhalv10002079m	Araha.4729s0003.1.p	NaN
17306	AT5G37600.1	947410	Thhalv10027817m	Araha.35629s0001.1.p	NaN
17322	AT3G61510.1	899116	Thhalv10005927m	Araha.3916s0004.1.p	NaN
17327	AT2G39890.1	483024	Thhalv10016672m	Araha.5115s0002.1.p	NaN
17330	AT5G03650.1	939752	Thhalv10012679m	Araha.14813s0015.1.p	NaN
17361	AT4G17245.1	946507	Thhalv10026467m	Araha.24127s0005.1.p	NaN
17363	AT3G20560.1	479582	Thhalv10020619m	Araha.13920s0003.1.p	NaN
17368	AT1G72020.1	339423	Thhalv10019369m	Araha.0408s0001.1.p	NaN
17374	AT2G24450.1	481301	Thhalv10000470m	Araha.20533s0001.1.p	NaN
17375	AT1G16950.1	920601	Thhalv10009335m	Araha.2449s0009.1.p	NaN
17378	AT2G20820.2	931968	Thhalv10002120m	Araha.0091s0010.1.p	NaN
17384	AT3G22425.2	479759	Thhalv10021310m	Araha.9544s0002.1.p	NaN
17385	AT5G35100.1	493585	Thhalv10004727m	Araha.13158s0001.1.p	NaN
17390	AT3G52920.1	323836	Thhalv10010775m	Araha.24378s0004.1.p	NaN
17397	AT1G42470.1	913522	Thhalv10016155m	Araha.2147s0002.1.p	NaN
17410	AT2G01500.1	484068	Thhalv10001174m	Araha.6003s0010.1.p	NaN
17417	AT1G50140.1	923455	Thhalv10011206m	Araha.31279s0005.1.p	NaN
17422	AT1G76030.1	476752	Thhalv10018462m	Araha.3199s0013.1.p	NaN
17427	AT4G29033.1	889231	Thhalv10015439m	Araha.56902s0001.1.p	NaN
17455	AT1G66120.1	475714	Thhalv10018337m	Araha.11571s0003.1.p	NaN
17456	AT4G33550.1	491330	Thhalv10026604m	Araha.24212s0003.1.p	NaN
17462	AT1G20220.1	312946	Thhalv10008163m	Araha.17879s0004.1.p	NaN
17506	AT2G16870.1	480565	Thhalv10018052m	Araha.3236s0003.1.p	NaN
17509	AT5G48400.2	494895	Thhalv10003642m	Araha.3869s0003.1.p	NaN
17510	AT5G15140.1	488355	Thhalv10013324m	Araha.0323s0002.1.p	NaN
17513	AT4G20990.1	329501	Thhalv10027157m	Araha.12732s0023.1.p	NaN
17514	AT2G46110.1	935577	Thhalv10001521m	Araha.30916s0003.1.p	NaN
17515	AT1G49810.1	337140	Thhalv10012248m	Araha.56499s0002.1.p	NaN
17529	AT1G64300.1	474922	Thhalv10023305m	Araha.8367s0005.1.p	NaN
17538	AT2G37280.1	901596	Thhalv10016141m	Araha.14169s0008.1.p	NaN
17539	AT1G75110.1	476650	Thhalv10018600m	Araha.49879s0014.1.p	NaN
17553	AT2G29670.1	481882	Thhalv10016462m	Araha.54440s0001.1.p	NaN
17554	AT3G55320.1	485955	Thhalv10010064m	Araha.3595s0008.1.p	NaN
17561	AT3G25580.1	484316	Thhalv10026241m	Araha.55161s0001.1.p	NaN
17574	AT1G80900.1	927405	Thhalv10018562m	Araha.2361s0003.1.p	NaN
17581	AT1G69500.1	476077	Thhalv10018405m	Araha.3134s0015.1.p	NaN
17584	AT2G26240.1	481481	Thhalv10002166m	Araha.1757s0001.1.p	NaN
17591	AT1G51690.3	474285	Thhalv10011420m	Araha.2389s0012.1.p	NaN
17617	AT1G24575.1	472890	Thhalv10009217m	Araha.2099s0009.1.p	NaN
17619	AT4G39000.1	352898	Thhalv10025010m	Araha.2687s0001.1.p	NaN
17648	AT1G70920.1	476226	Thhalv10019141m	Araha.5506s0005.1.p	NaN
17651	AT1G16060.1	471806	Thhalv10008118m	Araha.6467s0004.1.p	NaN
17658	AT3G30775.1	484750	Thhalv10004065m	Araha.3878s0004.1.p	NaN
17664	AT2G31690.1	482094	Thhalv10017922m	Araha.6424s0017.1.p	NaN
17665	AT1G30490.1	473277	Thhalv10006792m	Araha.2050s0004.1.p	NaN
17666	AT3G13380.1	478719	Thhalv10019932m	Araha.9216s0002.1.p	NaN
17674	AT3G13310.1	478714	Thhalv10021681m	Araha.7720s0001.1.p	NaN
17676	AT5G38970.1	494085	Thhalv10027742m	Araha.59185s0001.1.p	NaN
17694	AT3G12180.1	317999	Thhalv10021709m	Araha.1578s0015.1.p	NaN
17696	AT2G19350.1	480536	Thhalv10022925m	Araha.5644s0005.1.p	NaN
17712	AT4G19680.2	492896	Thhalv10025555m	Araha.25051s0001.1.p	NaN
17725	AT3G22380.2	479750	Thhalv10019888m	Araha.12782s0001.1.p	NaN
17730	AT3G08680.1	478170	Thhalv10020278m	Araha.15352s0002.1.p	NaN
17752	AT3G24250.1	930451	Thhalv10002830m	Araha.0361s0002.1.p	NaN
17779	AT1G29680.1	922006	Thhalv10009988m	Araha.17178s0006.1.p	NaN
17803	AT2G43800.1	483497	Thhalv10001716m	Araha.10135s0003.1.p	NaN
17806	AT1G69860.1	333097	Thhalv10019805m	Araha.6345s0009.1.p	NaN
17814	AT1G61580.1	475169	Thhalv10023521m	Araha.2138s0004.1.p	NaN
17834	AT1G18460.1	472064	Thhalv10006963m	Araha.3597s0012.1.p	NaN
17842	AT4G20420.1	492818	Thhalv10026545m	Araha.35288s0001.1.p	NaN
17854	AT1G80740.1	927425	Thhalv10006850m	Araha.46150s0001.1.p	NaN
17858	AT2G26550.1	481515	Thhalv10008345m	Araha.24483s0001.1.p	NaN
17868	AT2G28680.1	481782	Thhalv10016860m	Araha.15483s0001.1.p	NaN
17887	AT4G27260.1	492072	Thhalv10024696m	Araha.18479s0001.1.p	NaN
17896	AT2G15740.1	931310	Thhalv10023174m	Araha.0005s0004.1.p	NaN
17898	AT4G25400.1	492289	Thhalv10026341m	Araha.0632s0002.1.p	NaN
17919	AT5G54062.1	917056	Thhalv10016069m	Araha.30351s0004.1.p	NaN
17920	AT5G38690.1	494100	Thhalv10028126m	Araha.7365s0005.1.p	NaN
17924	AT1G60630.1	924991	Thhalv10023334m	Araha.9271s0006.1.p	NaN
17933	AT4G14150.1	946991	Thhalv10024229m	Araha.1421s0002.1.p	NaN
17935	AT1G21722.1	313065	Thhalv10008678m	Araha.0358s0008.1.p	NaN
17941	AT1G08260.1	919570	Thhalv10006524m	Araha.4834s0003.1.p	NaN
17948	AT3G26210.1	936320	Thhalv10003650m	Araha.33322s0006.1.p	NaN
17963	AT4G32630.2	491451	Thhalv10024655m	Araha.1435s0003.1.p	NaN
17984	AT4G01370.1	943609	Thhalv10028738m	Araha.6997s0002.1.p	NaN
17997	AT2G31500.1	933698	Thhalv10016430m	Araha.6424s0002.1.p	NaN
18004	AT3G62470.1	939340	Thhalv10005842m	Araha.67298s0001.1.p	NaN
18005	AT1G62290.1	475117	Thhalv10023414m	Araha.44099s0001.1.p	NaN
18013	AT1G64400.1	474909	Thhalv10023330m	Araha.27646s0001.1.p	NaN
18033	AT1G55560.1	474617	Thhalv10011369m	Araha.2997s0001.1.p	NaN
18039	AT1G61960.1	315190	Thhalv10023447m	Araha.2553s0005.1.p	NaN
18054	AT5G53970.1	950020	Thhalv10013642m	Araha.3609s0001.1.p	NaN
18055	AT3G52570.1	485626	Thhalv10010527m	Araha.15990s0005.1.p	NaN
18056	AT5G23250.1	489184	Thhalv10004347m	Araha.6226s0003.1.p	NaN
18058	AT4G04930.1	943267	Thhalv10028789m	Araha.1742s0007.1.p	NaN
18061	AT4G10920.1	489930	Thhalv10029021m	Araha.20723s0002.1.p	NaN
18063	AT2G36500.1	482630	Thhalv10016477m	Araha.5004s0003.1.p	NaN
18074	AT4G27950.1	945244	Thhalv10025693m	Araha.35795s0001.1.p	NaN
18082	AT1G23260.1	921378	Thhalv10008977m	Araha.5540s0016.1.p	NaN
18085	AT1G08140.1	470872	Thhalv10009857m	Araha.5647s0006.1.p	NaN
18094	AT5G16450.1	488497	Thhalv10014865m	Araha.12520s0005.1.p	NaN
18099	AT2G46260.1	483774	Thhalv10001385m	Araha.3864s0010.1.p	NaN
18108	AT3G03180.1	927824	Thhalv10021727m	Araha.7513s0011.1.p	NaN
18114	AT2G17305.1	480615	Thhalv10027438m	Araha.8291s0002.1.p	NaN
18123	AT5G05987.1	487402	Thhalv10014679m	Araha.0568s0006.1.p	NaN
18152	AT3G28830.1	484653	Thhalv10003975m	Araha.4416s0004.1.p	NaN
18164	AT3G10950.1	928806	Thhalv10021837m	Araha.24867s0010.1.p	NaN
18165	AT3G01630.1	477352	Thhalv10020429m	Araha.35673s0004.1.p	NaN
18170	AT5G01180.1	324861	Thhalv10013125m	Araha.15560s0004.1.p	NaN
18178	AT1G21970.1	497363	Thhalv10009593m	Araha.26001s0001.1.p	NaN
18183	AT4G24650.1	945635	Thhalv10026816m	Araha.12985s0002.1.p	NaN
18186	AT3G04360.1	477695	Thhalv10020890m	Araha.2306s0002.1.p	NaN
18199	AT1G51460.1	474258	Thhalv10011282m	Araha.2044s0001.1.p	NaN
18200	AT2G18328.1	480741	Thhalv10023187m	Araha.10230s0014.1.p	NaN
18205	AT4G35270.1	491122	Thhalv10024319m	Araha.0473s0001.1.p	NaN
18209	AT1G55600.1	337643	Thhalv10012199m	Araha.1219s0001.1.p	NaN
18220	AT1G71320.1	316029	Thhalv10009972m	Araha.24457s0001.1.p	NaN
18224	AT3G46330.1	897452	Thhalv10002794m	Araha.56668s0002.1.p	NaN
18233	AT3G53880.1	485781	Thhalv10010554m	Araha.2363s0006.1.p	NaN
18239	AT3G24260.1	930448	Thhalv10002921m	Araha.0361s0003.1.p	NaN
18241	AT3G62710.1	486769	Thhalv10005832m	Araha.12291s0003.1.p	NaN
18244	AT3G04370.1	477696	Thhalv10022119m	Araha.2306s0001.1.p	NaN
18276	AT4G14276.1	946970	Thhalv10026987m	Araha.7776s0001.1.p	NaN
18280	AT3G56010.1	938548	Thhalv10006239m	Araha.26365s0005.1.p	NaN
18297	AT1G61640.1	475162	Thhalv10023346m	Araha.6719s0002.1.p	NaN
18306	AT1G05450.2	470546	Thhalv10008963m	Araha.8335s0007.1.p	NaN
18321	AT3G20040.1	479523	Thhalv10020562m	Araha.10159s0003.1.p	NaN
18329	AT5G61610.1	496329	Thhalv10005330m	Araha.8526s0005.1.p	NaN
18347	AT5G60770.1	917822	Thhalv10013237m	Araha.0447s0002.1.p	NaN
18354	AT3G17180.1	479190	Thhalv10020640m	Araha.2584s0008.1.p	NaN
18356	AT3G21140.1	479631	Thhalv10020874m	Araha.7551s0005.1.p	NaN
18360	AT5G47300.1	915313	Thhalv10002977m	Araha.18996s0002.1.p	NaN
18372	AT3G55150.1	485937	Thhalv10010195m	Araha.2258s0001.1.p	NaN
18373	AT3G03820.1	927913	Thhalv10022124m	Araha.0303s0004.1.p	NaN
18381	AT3G02960.1	477542	Thhalv10022005m	Araha.18846s0004.1.p	NaN
18392	AT3G52080.1	485568	Thhalv10010133m	Araha.1647s0002.1.p	NaN
18412	AT5G21900.1	894058	Thhalv10015473m	Araha.26867s0004.1.p	NaN
18419	AT5G11180.1	893036	Thhalv10012669m	Araha.14084s0004.1.p	NaN
18423	AT3G17350.1	341872	Thhalv10021189m	Araha.7314s0001.1.p	NaN
18438	AT3G05830.2	340760	Thhalv10021934m	Araha.2716s0006.1.p	NaN
18445	AT3G01320.1	477381	Thhalv10019899m	Araha.2866s0007.1.p	NaN
18448	AT3G22470.1	479765	Thhalv10020312m	Araha.9544s0007.1.p	NaN
18449	AT1G69560.1	476090	Thhalv10019759m	Araha.3134s0023.1.p	NaN
18460	AT3G49370.1	485296	Thhalv10010221m	Araha.1826s0003.1.p	NaN
18463	AT3G25620.2	936240	Thhalv10003766m	Araha.11640s0001.1.p	NaN
18464	AT2G31082.1	482034	Thhalv10017928m	Araha.3424s0001.1.p	NaN
18489	AT4G01575.1	490419	Thhalv10029452m	Araha.1146s0005.1.p	NaN
18496	AT4G17615.1	946460	Thhalv10026227m	Araha.4507s0012.1.p	NaN
18503	AT2G33240.1	321053	Thhalv10016129m	Araha.4280s0004.1.p	NaN
18504	AT4G04860.1	490119	Thhalv10028917m	Araha.1433s0012.1.p	NaN
18518	AT2G30370.1	481949	Thhalv10017368m	Araha.32332s0002.1.p	NaN
18522	AT5G03320.1	939712	Thhalv10013665m	Araha.1164s0007.1.p	NaN
18525	AT5G01430.1	486933	Thhalv10015462m	Araha.3975s0004.1.p	NaN
18551	AT4G33160.1	944616	Thhalv10025320m	Araha.11909s0003.1.p	NaN
18554	AT4G18360.1	946367	Thhalv10025514m	Araha.1523s0001.1.p	NaN
18556	AT1G09650.1	471065	Thhalv10009873m	Araha.3403s0037.1.p	NaN
18563	AT3G62870.1	486792	Thhalv10026044m	Araha.9061s0004.1.p	NaN
18574	AT3G53740.2	485766	Thhalv10010840m	Araha.0602s0021.1.p	NaN
18575	AT5G52360.1	495305	Thhalv10014982m	Araha.15529s0001.1.p	NaN
18591	AT1G54340.1	474695	Thhalv10012325m	Araha.35607s0010.1.p	NaN
18598	AT1G74490.1	316389	Thhalv10019838m	Araha.5006s0003.1.p	NaN
18605	AT3G09390.1	928610	Thhalv10022195m	Araha.4860s0011.1.p	NaN
18606	AT5G60615.1	496210	Thhalv10015173m	Araha.5658s0010.1.p	NaN
18609	AT3G16260.1	341756	Thhalv10019999m	Araha.1887s0008.1.p	NaN
18613	AT2G41220.1	483191	Thhalv10016134m	Araha.13526s0004.1.p	NaN
18628	AT4G09900.1	489839	Thhalv10028772m	Araha.16461s0001.1.p	NaN
18644	AT1G35190.1	473661	Thhalv10001822m	Araha.13676s0003.1.p	NaN
18654	AT1G68980.1	476027	Thhalv10018264m	Araha.5184s0001.1.p	NaN
18657	AT2G16400.1	480804	Thhalv10022660m	Araha.17727s0003.1.p	NaN
18664	AT4G15680.1	493318	Thhalv10027374m	Araha.1984s0005.1.p	NaN
18673	AT1G09220.1	471011	Thhalv10007397m	Araha.1407s0015.1.p	NaN
18695	AT1G10300.1	919805	Thhalv10009939m	Araha.4736s0008.1.p	NaN
18698	AT1G17400.1	471945	Thhalv10009299m	Araha.2722s0021.1.p	NaN
18711	AT2G37160.2	482705	Thhalv10016480m	Araha.14169s0020.1.p	NaN
18716	AT3G53020.1	485677	Thhalv10010779m	Araha.26207s0004.1.p	NaN
18718	AT5G49525.1	921262	Thhalv10005580m	Araha.10872s0001.1.p	NaN
18725	AT5G04640.1	487246	Thhalv10015623m	Araha.6120s0013.1.p	NaN
18738	AT1G26790.1	313311	Thhalv10007936m	Araha.9126s0008.1.p	NaN
18746	AT3G16380.1	904586	Thhalv10020474m	Araha.20436s0002.1.p	NaN
18747	AT2G39900.1	483027	Thhalv10017249m	Araha.5115s0003.1.p	NaN
18763	AT5G16960.1	893609	Thhalv10015976m	Araha.8678s0006.1.p	NaN
18764	AT3G15605.4	904502	Thhalv10020655m	Araha.3034s0035.1.p	NaN
18777	AT5G16570.1	488515	Thhalv10013948m	Araha.0152s0008.1.p	NaN
18783	AT5G23860.1	489245	Thhalv10004208m	Araha.2177s0016.1.p	NaN
18784	AT5G51530.1	495225	Thhalv10005405m	Araha.5509s0005.1.p	NaN
18788	AT3G03776.1	340541	Thhalv10027550m	Araha.0303s0010.1.p	NaN
18790	AT3G59830.1	939013	Thhalv10005933m	Araha.20492s0001.1.p	NaN
18791	AT3G44170.1	484839	Thhalv10011134m	Araha.17163s0001.1.p	NaN
18802	AT3G21880.1	318927	Thhalv10020880m	Araha.22349s0004.1.p	NaN
18813	AT4G03520.1	490216	Thhalv10029001m	Araha.9087s0005.1.p	NaN
18837	AT5G22980.1	489152	Thhalv10015901m	Araha.34713s0001.1.p	NaN
18840	AT4G34650.1	491190	Thhalv10025392m	Araha.10294s0011.1.p	NaN
18841	AT3G11660.1	904048	Thhalv10021920m	Araha.2989s0003.1.p	NaN
18860	AT5G09510.1	940413	Thhalv10014917m	Araha.22556s0003.1.p	NaN
18863	AT2G21480.1	481013	Thhalv10000042m	Araha.12988s0002.1.p	NaN
18870	AT4G26600.1	492148	Thhalv10024758m	Araha.18268s0005.1.p	NaN
18886	AT5G53910.1	950009	Thhalv10015768m	Araha.22000s0004.1.p	NaN
18918	AT1G69940.1	325356	Thhalv10013901m	Araha.3415s0008.1.p	NaN
18957	AT3G03080.1	903120	Thhalv10022339m	Araha.7513s0002.1.p	NaN
18972	AT1G50630.1	914174	Thhalv10011484m	Araha.35221s0003.1.p	NaN
18976	AT1G22250.1	335470	Thhalv10008815m	Araha.18534s0001.1.p	NaN
18985	AT5G06905.1	892618	Thhalv10013245m	Araha.23810s0012.1.p	NaN
18988	AT1G70985.1	476228	Thhalv10019301m	Araha.24281s0001.1.p	NaN
19002	AT3G16130.1	479067	Thhalv10021916m	Araha.5534s0009.1.p	NaN
19007	AT2G46950.1	902749	Thhalv10001402m	Araha.0503s0001.1.p	NaN
19015	AT3G07400.1	478060	Thhalv10019992m	Araha.4706s0040.1.p	NaN
19017	AT3G03341.1	477584	Thhalv10022211m	Araha.0783s0003.1.p	NaN
19031	AT1G13810.1	312387	Thhalv10008304m	Araha.11298s0001.1.p	NaN
19044	AT1G12430.2	471393	Thhalv10006731m	Araha.2779s0011.1.p	NaN
19055	AT5G37340.2	493706	Thhalv10027733m	Araha.17586s0003.1.p	NaN
19057	AT5G67470.1	951469	Thhalv10003621m	Araha.7406s0006.1.p	NaN
19096	AT5G55690.1	357809	Thhalv10015661m	Araha.17470s0012.1.p	NaN
19121	AT4G09530.1	489807	Thhalv10029288m	Araha.4558s0001.1.p	NaN
19130	AT4G30130.1	491740	Thhalv10024537m	Araha.1261s0005.1.p	NaN
19140	AT5G51480.1	949695	Thhalv10013035m	Araha.5509s0001.1.p	NaN
19152	AT2G44190.1	322085	Thhalv10001435m	Araha.3931s0005.1.p	NaN
19155	AT3G01230.1	927651	Thhalv10021762m	Araha.20653s0002.1.p	NaN
19158	AT5G41060.1	947625	Thhalv10027785m	Araha.31350s0001.1.p	NaN
19165	AT5G50040.1	495062	Thhalv10015309m	Araha.10616s0002.1.p	NaN
19166	AT5G62120.1	332445	Thhalv10005676m	Araha.32994s0001.1.p	NaN
19176	AT3G53610.1	485747	Thhalv10010710m	Araha.0602s0007.1.p	NaN
19179	AT3G26780.1	936390	Thhalv10004350m	Araha.14266s0002.1.p	NaN
19181	AT2G36190.1	934243	Thhalv10016415m	Araha.1853s0010.1.p	NaN
19182	AT1G19485.1	911775	Thhalv10006802m	Araha.65472s0002.1.p	NaN
19193	AT1G61630.1	475164	Thhalv10023866m	Araha.6719s0003.1.p	NaN
19212	AT4G05220.1	490170	Thhalv10028945m	Araha.0396s0005.1.p	NaN
19214	AT2G36350.1	482608	Thhalv10016202m	Araha.9536s0009.1.p	NaN
19215	AT1G30260.1	922080	Thhalv10009295m	Araha.32821s0001.1.p	NaN
19221	AT1G79780.1	316979	Thhalv10019180m	Araha.20468s0012.1.p	NaN
19238	AT1G23340.1	472593	Thhalv10007770m	Araha.20314s0001.1.p	NaN
19242	AT4G26110.1	492203	Thhalv10025518m	Araha.4285s0002.1.p	NaN
19261	AT1G03103.1	311412	Thhalv10009479m	Araha.5052s0003.1.p	NaN
19262	AT2G21330.1	932060	Thhalv10000191m	Araha.21343s0001.1.p	NaN
19284	AT4G15750.1	355195	Thhalv10026370m	Araha.28035s0001.1.p	NaN
19286	AT1G03040.1	470281	Thhalv10008279m	Araha.39200s0006.1.p	NaN
19294	AT1G23420.1	335587	Thhalv10008669m	Araha.0889s0003.1.p	NaN
19296	AT2G27710.1	900568	Thhalv10017442m	Araha.72823s0001.1.p	NaN
19298	AT5G62080.1	496383	Thhalv10005193m	Araha.4168s0003.1.p	NaN
19311	AT3G05020.1	477783	Thhalv10021740m	Araha.4531s0022.1.p	NaN
19313	AT1G17770.1	312743	Thhalv10029304m	Araha.22087s0001.1.p	NaN
19320	AT5G07475.1	487581	Thhalv10014745m	Araha.3415s0001.1.p	NaN
19323	AT1G23190.1	472576	Thhalv10007178m	Araha.5540s0007.1.p	NaN
19342	AT5G06950.1	487510	Thhalv10014082m	Araha.13651s0004.1.p	NaN
19346	AT3G27027.1	936424	Thhalv10005242m	Araha.12494s0003.1.p	NaN
19362	AT3G25640.1	936241	Thhalv10004775m	Araha.1871s0003.1.p	NaN
19370	AT1G58050.1	315392	Thhalv10023216m	Araha.5789s0002.1.p	NaN
19373	AT4G28480.1	491921	Thhalv10025591m	Araha.3365s0001.1.p	NaN
19391	AT4G24950.1	492343	Thhalv10027478m	Araha.3644s0001.1.p	NaN
19398	AT1G75940.1	316517	Thhalv10018390m	Araha.3199s0005.1.p	NaN
19405	AT2G03300.1	896296	Thhalv10005701m	Araha.13567s0001.1.p	NaN
19406	AT2G30350.2	344798	Thhalv10016841m	Araha.32332s0001.1.p	NaN
19407	AT1G16220.1	334901	Thhalv10007474m	Araha.60175s0003.1.p	NaN
19415	AT5G40360.1	330471	Thhalv10028117m	Araha.5843s0002.1.p	NaN
19416	AT4G00810.1	490484	Thhalv10002126m	Araha.6817s0006.1.p	NaN
19418	AT3G42640.1	323063	Thhalv10002391m	Araha.3798s0001.1.p	NaN
19428	AT1G07200.2	311783	Thhalv10006689m	Araha.10536s0001.1.p	NaN
19434	AT1G28050.1	473005	Thhalv10007673m	Araha.33986s0003.1.p	NaN
19436	AT1G10880.1	312133	Thhalv10009677m	Araha.11242s0008.1.p	NaN
19445	AT1G03720.1	311464	Thhalv10009679m	Araha.14473s0010.1.p	NaN
19460	AT3G06190.1	928242	Thhalv10020850m	Araha.13291s0002.1.p	NaN
19462	AT2G44590.3	483589	Thhalv10001749m	Araha.1612s0002.1.p	NaN
19465	AT1G04750.1	919162	Thhalv10008733m	Araha.13178s0007.1.p	NaN
19468	AT5G55590.1	495646	Thhalv10013811m	Araha.17470s0002.1.p	NaN
19469	AT3G22040.1	319073	Thhalv10022153m	Araha.2112s0001.1.p	NaN
19473	AT4G13790.1	493535	Thhalv10027048m	Araha.54568s0001.1.p	NaN
19474	AT3G09600.1	478281	Thhalv10021220m	Araha.12133s0003.1.p	NaN
19491	AT1G22160.1	472449	Thhalv10008987m	Araha.1325s0009.1.p	NaN
19493	AT5G53720.1	949974	Thhalv10015559m	Araha.14926s0006.1.p	NaN
19501	AT2G28590.1	900623	Thhalv10016694m	Araha.31314s0003.1.p	NaN
19525	AT2G44990.1	902531	Thhalv10001733m	Araha.16775s0001.1.p	NaN
19534	AT1G04340.1	919109	Thhalv10008972m	Araha.8162s0004.1.p	NaN
19535	AT1G21080.3	472346	Thhalv10007857m	Araha.1085s0004.1.p	NaN
19539	AT4G12430.1	490048	Thhalv10029220m	Araha.13007s0001.1.p	NaN
19559	AT1G79800.1	909736	Thhalv10019806m	Araha.20468s0010.1.p	NaN
19567	AT5G26717.1	942228	Thhalv10005216m	Araha.13266s0005.1.p	NaN
19569	AT1G08590.1	470923	Thhalv10006658m	Araha.12231s0005.1.p	NaN
19590	AT1G08900.1	470964	Thhalv10007580m	Araha.5150s0021.1.p	NaN
19603	AT3G13840.1	478786	Thhalv10020543m	Araha.4235s0018.1.p	NaN
19611	AT3G56520.1	324164	Thhalv10027901m	Araha.23250s0005.1.p	NaN
19615	AT3G09990.1	478326	Thhalv10021957m	Araha.0122s0003.1.p	NaN
19619	AT5G13480.2	488168	Thhalv10012890m	Araha.1988s0004.1.p	NaN
19623	AT4G38080.1	490805	Thhalv10026588m	Araha.29531s0009.1.p	NaN
19632	AT2G18170.1	319769	Thhalv10025533m	Araha.41376s0001.1.p	NaN
19648	AT2G46760.1	322327	Thhalv10001364m	Araha.3284s0001.1.p	NaN
19649	AT4G17713.1	329757	Thhalv10027032m	Araha.24225s0001.1.p	NaN
19674	AT5G62065.1	950971	Thhalv10005335m	Araha.4168s0005.1.p	NaN
19683	AT5G63170.1	332543	Thhalv10005274m	Araha.1329s0016.1.p	NaN
19685	AT5G15800.2	941068	Thhalv10014493m	Araha.2816s0008.1.p	NaN
19686	AT3G27970.1	896718	Thhalv10005696m	Araha.4536s0003.1.p	NaN
19689	AT1G24735.2	313414	Thhalv10008647m	Araha.2099s0002.1.p	NaN
19704	AT1G49770.1	337131	Thhalv10012185m	Araha.16542s0001.1.p	NaN
19727	AT3G11170.1	478456	Thhalv10020755m	Araha.0246s0006.1.p	NaN
19733	AT2G34480.1	482410	Thhalv10017304m	Araha.9764s0001.1.p	NaN
19734	AT2G35980.1	482568	Thhalv10017726m	Araha.1729s0007.1.p	NaN
19741	AT1G78400.1	909468	Thhalv10018650m	Araha.24237s0008.1.p	NaN
19745	AT1G24110.1	921469	Thhalv10009658m	Araha.4881s0004.1.p	NaN
19774	AT3G15860.1	929399	Thhalv10022366m	Araha.3034s0008.1.p	NaN
